"ID_Item"	"Titre"	"Description"	"Contenu"	"Categorie"	"Lien"	"Date_Recup"	"Date_publication"	"ID_flux"	"typeFlux"	"Journal"
"4666091"	"Llaman a declarar a exespía argentino"	"La justicia argentina citó ayer a declarar al exagente de inteligencia Antonio <U+0093>Jaime<U+0094> Stiuso, fuente de datos que el fiscal Alberto Nisman, encontrado muerto de un disparo hace poco más de dos semanas, utilizó para acusar a iraníes del atentado antisemita de 1994 en Buenos Aires."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150206/llaman-a-declarar-a-exespia-argentino_290320_640387.html"	"2015-02-06 16:19:00"	"2015-02-06 02:25:00"	"744184"	"International"	"Los tiempos"
"4688837"	"Detienen a miembro de la exjunta militar chilena"	"Una jueza chilena ordenó la detención del general en retiro Santiago Sinclair, exmiembro de la Junta Militar que gobernó Chile durante la dictadura de Augusto Pinochet, y otros tres exmilitares por su presunta participación en 12 homicidios durante el régimen."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150206/detienen-a-miembro-de-la-exjunta-militar-chilena_290467_640673.html"	"2015-02-07 19:19:38"	"2015-02-07 00:38:00"	"744184"	"International"	"Los tiempos"
"4819786"	"FARC renuncia a reclutar a menores de 17 años"	"La guerrilla de las Fuerzas Armadas Revolucionarias de Colombia (FARC) elevó ayer la edad de reclutamiento de 15 a 17 años, decisión calificada como <U+0093>correcta<U+0094> aunque <U+0093>insuficiente<U+0094> por la delegación del gobierno colombiano en las negociaciones de paz en Cuba."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150213/farc-renuncia-a-reclutar-a-menores-de-17-anos_291179_642324.html"	"2015-02-13 15:15:18"	"2015-02-13 06:17:00"	"744184"	"International"	"Los tiempos"
"4696338"	"Buscan restos de 62 colombianos asesinados"	"La Fiscalía de Colombia busca los restos de al menos 62 personas que habrían sido asesinadas por grupos paramilitares entre los años 2000 y 2005 en una zona rural del sureño departamento de Nariño, indicó el fiscal general Eduardo Montealegre."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150207/buscan-restos-de-62-colombianos-asesinados_290607_641003.html"	"2015-02-08 05:49:55"	"2015-02-07 23:48:00"	"744184"	"International"	"Los tiempos"
"4503455"	"Estados Unidos afirma que no tiene planes de devolver el control de Guantánamo a Cuba"	"Los esfuerzos por recomponer los lazos entre Estados Unidos y Cuba no alcanzarán el punto de convencer a Washington a devolver a La Habana el control de la base de Guantánamo, en el extremo sudeste de la isla, indicó el jueves la Casa Blanca."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150129/estados-unidos-afirma-que-no-tiene-planes-de-devolver-el-control-de_289497_638540.html"	"2015-01-30 09:14:45"	"2015-01-29 23:51:00"	"744184"	"International"	"Los tiempos"
"4474157"	"Fiscalía mexicana dice que hay ""certeza legal"" de la muerte de los 43 estudiantes"	"La fiscalía mexicana sostuvo este martes que ya tiene ""certeza legal"" de que los 43 estudiantes que desaparecieron en septiembre en Guerrero (sur) fueron asesinados por sicarios del narcotráfico."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150127/fiscalia-mexicana-dice-que-hay-certeza-legal-de-la-muerte-de-los-43_289212_637876.html"	"2015-01-29 09:08:52"	"2015-01-27 17:42:00"	"744184"	"International"	"Los tiempos"
"4666090"	"Maduro pide a Unasur y a Celac <U+0093>escudo protector<U+0094>"	"Un <U+0093>escudo protector<U+0094> que se establezca alrededor de su país <U+0093>para evitar agresiones, fue la petición que realizó ayer el presidente de Venezuela, Nicolás Maduro, al secretario general de la Unión de Naciones Suramericanas (Unasur), Ernesto Samper, y a la Comunidad de Estados Latinoamericanos y Caribeños (Celac)."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150206/maduro-pide-a-unasur-y-a-celac-<U+0093>escudo-protector<U+0094>-_290319_640384.html"	"2015-02-06 16:19:00"	"2015-02-06 02:23:00"	"744184"	"International"	"Los tiempos"
"4502981"	"Celac: declaración final apuesta por un desarrollo sostenible"	"La Declaración Final de la III Cumbre de la Comunidad de Estados Latinoamericanos y Caribeños (Celac) acordó ayer reiterar el compromiso regional con el desarrollo sostenible en sus aspectos económico, social y ambiental."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150129/celac-declaracion-final-apuesta-por-un-desarrollo_289496_638534.html"	"2015-01-30 09:10:07"	"2015-01-29 23:46:00"	"744184"	"International"	"Los tiempos"
"4540674"	"Charlie Hebdo pospone edición"	"Los empleados de la revista Charlie Hebdo acaban de anunciar que la salida de su próximo número fue aplazado de forma indefinida por <U+0093>el pesar, la fatiga y la exposición mediática<U+0094> que padecen tras el ataque terrorista que se cobró la vida de 12 personas el pasado 7 de enero en París, informó Le Parisien."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150131/charlie-hebdo-pospone-edicion-_289744_639088.html"	"2015-02-01 05:15:09"	"2015-01-31 23:39:00"	"744184"	"International"	"Los tiempos"
"4451288"	"Izquierda gana en Grecia y anuncia fin de austeridad"	"La formación de izquierda radical Syriza, liderada por Alexis Tsipras, se alzó ayer con una clara victoria en las elecciones generales celebradas en Grecia, al obtener el 36,4 por ciento de los votos, con el 95 por ciento de los sufragios escrutado."	"NULL"	"NULL"	"http://www.lostiempos.com/diario/actualidad/internacional/20150126/izquierda-gana-en-grecia-y-anuncia-fin-de_289024_637444.html"	"2015-01-26 23:06:15"	"2015-01-26 02:13:00"	"744184"	"International"	"Los tiempos"
