"id";"lang";"label";"type";"code";"iso3"
"Q3761";"fr";"Accra";"capital_city";"CA_GHA";"GHA"
"Q1006";"fr";"Guinée";"country_name";"NA_GIN";"GIN"
"Q1006";"fr";"Guinée-Conakry";"country_name";"NA_GIN";"GIN"
"Q1006";"fr";"la République de Guinée";"country_name";"NA_GIN";"GIN"
"Q1006";"fr";"République de Guinée";"country_name";"NA_GIN";"GIN"
"Q3733";"fr";"Conakry";"capital_city";"CA_GIN";"GIN"
"Q1005";"fr";"Gambie";"country_name";"NA_GMB";"GMB"
"Q1005";"fr";"la République de Gambie";"country_name";"NA_GMB";"GMB"
"Q3726";"fr";"Banjul";"capital_city";"CA_GMB";"GMB"
"Q1007";"fr";"Guinée Bissau";"country_name";"NA_GNB";"GNB"
"Q1007";"fr";"Guinée-Bissao";"country_name";"NA_GNB";"GNB"
"Q1007";"fr";"Guinée-bissao";"country_name";"NA_GNB";"GNB"
"Q1007";"fr";"Guinée-Bissau";"country_name";"NA_GNB";"GNB"
"Q1007";"fr";"la République de Guinée-Bissao";"country_name";"NA_GNB";"GNB"
"Q1007";"fr";"la République de Guinée-Bissau";"country_name";"NA_GNB";"GNB"
"Q3739";"fr";"Bissao";"capital_city";"CA_GNB";"GNB"
"Q3739";"fr";"Bissau";"capital_city";"CA_GNB";"GNB"
"Q3818";"fr";"Malabo";"capital_city";"CA_GNQ";"GNQ"
"Q983";"fr";"Guinée équatoriale";"country_name";"NA_GNQ";"GNQ"
"Q983";"fr";"Guinée Équatoriale";"country_name";"NA_GNQ";"GNQ"
"Q983";"fr";"Guinée-Équatoriale";"country_name";"NA_GNQ";"GNQ"
"Q983";"fr";"la République de Guinée équatoriale";"country_name";"NA_GNQ";"GNQ"
"Q1524";"fr";"Athenes";"capital_city";"CA_GRC";"GRC"
"Q1524";"fr";"Athènes";"capital_city";"CA_GRC";"GRC"
"Q41";"fr";"Grèce";"country_name";"NA_GRC";"GRC"
"Q41";"fr";"République hellénique";"country_name";"NA_GRC";"GRC"
"Q41547";"fr";"Saint George s";"capital_city";"CA_GRD";"GRD"
"Q41547";"fr";"Saint-Georges";"capital_city";"CA_GRD";"GRD"
"Q41547";"fr";"Saint-georges";"capital_city";"CA_GRD";"GRD"
"Q41547";"fr";"St. George s";"capital_city";"CA_GRD";"GRD"
"Q769";"fr";"Grenade";"country_name";"NA_GRD";"GRD"
"Q769";"fr";"la Grenade";"country_name";"NA_GRD";"GRD"
"Q1555";"fr";"Guatemala-Ville";"capital_city";"CA_GTM";"GTM"
"Q774";"fr";"Guatemala";"country_name";"NA_GTM";"GTM"
"Q774";"fr";"Guatémala";"country_name";"NA_GTM";"GTM"
"Q774";"fr";"République du Guatémala";"country_name";"NA_GTM";"GTM"
"Q10717";"fr";"Georgetown";"capital_city";"CA_GUY";"GUY"
"Q734";"fr";"Guyana";"country_name";"NA_GUY";"GUY"
"Q734";"fr";"la République coopérative du Guyana";"country_name";"NA_GUY";"GUY"
"Q3238";"fr";"Tegucigalpa";"capital_city";"CA_HND";"HND"
"Q783";"fr";"Honduras";"country_name";"NA_HND";"HND"
"Q783";"fr";"la République du Honduras";"country_name";"NA_HND";"HND"
"Q1435";"fr";"Zagreb";"capital_city";"CA_HRV";"HRV"
"Q224";"fr";"Croatie";"country_name";"NA_HRV";"HRV"
"Q224";"fr";"la République de Croatie";"country_name";"NA_HRV";"HRV"
"Q34261";"fr";"Port au Prince";"capital_city";"CA_HTI";"HTI"
"Q34261";"fr";"Port-au-Prince";"capital_city";"CA_HTI";"HTI"
"Q34261";"fr";"Port-au-prince";"capital_city";"CA_HTI";"HTI"
"Q34261";"fr";"Port-Républicain";"capital_city";"CA_HTI";"HTI"
"Q790";"fr";"Haïti";"country_name";"NA_HTI";"HTI"
"Q790";"fr";"la République d Haïti";"country_name";"NA_HTI";"HTI"
"Q790";"fr";"République d Haïti";"country_name";"NA_HTI";"HTI"
"Q1781";"fr";"Budapest";"capital_city";"CA_HUN";"HUN"
"Q28";"fr";"Hongrie";"country_name";"NA_HUN";"HUN"
"Q28";"fr";"la Hongrie";"country_name";"NA_HUN";"HUN"
"Q252";"fr";"Indonésie";"country_name";"NA_IDN";"IDN"
"Q252";"fr";"la République d Indonésie";"country_name";"NA_IDN";"IDN"
"Q3630";"fr";"Batavia";"capital_city";"CA_IDN";"IDN"
"Q3630";"fr";"Djakarta";"capital_city";"CA_IDN";"IDN"
"Q3630";"fr";"Jakarta";"capital_city";"CA_IDN";"IDN"
"Q668";"fr";"Bharat";"country_name";"NA_IND";"IND"
"Q668";"fr";"Bharatvarsh";"country_name";"NA_IND";"IND"
"Q668";"fr";"Hindustan";"country_name";"NA_IND";"IND"
"Q668";"fr";"Inde";"country_name";"NA_IND";"IND"
"Q668";"fr";"la République de l Inde";"country_name";"NA_IND";"IND"
"Q668";"fr";"République d Inde";"country_name";"NA_IND";"IND"
"Q987";"fr";"New Delhi";"capital_city";"CA_IND";"IND"
"Q987";"fr";"Nouvelle Delhi";"capital_city";"CA_IND";"IND"
"Q987";"fr";"Nouvelle-Delhi";"capital_city";"CA_IND";"IND"
"Q1761";"fr";"Baile Átha Cliath";"capital_city";"CA_IRL";"IRL"
"Q1761";"fr";"Dublin";"capital_city";"CA_IRL";"IRL"
"Q27";"fr";"Éire";"country_name";"NA_IRL";"IRL"
"Q27";"fr";"Ireland";"country_name";"NA_IRL";"IRL"
"Q27";"fr";"Irl.";"country_name";"NA_IRL";"IRL"
"Q27";"fr";"Irlande";"country_name";"NA_IRL";"IRL"
"Q27";"fr";"l Irlande";"country_name";"NA_IRL";"IRL"
"Q27";"fr";"République d Irlande";"country_name";"NA_IRL";"IRL"
"Q3616";"fr";"Téhéran";"capital_city";"CA_IRN";"IRN"
"Q794";"fr";"Iran";"country_name";"NA_IRN";"IRN"
"Q794";"fr";"la République islamique d Iran";"country_name";"NA_IRN";"IRN"
"Q794";"fr";"Perse";"country_name";"NA_IRN";"IRN"
"Q794";"fr";"République islamique d Iran";"country_name";"NA_IRN";"IRN"
"Q1530";"fr";"Bagdad";"capital_city";"CA_IRQ";"IRQ"
"Q796";"fr";"Al-Iraq";"country_name";"NA_IRQ";"IRQ"
"Q796";"fr";"Irak";"country_name";"NA_IRQ";"IRQ"
"Q796";"fr";"Iraq";"country_name";"NA_IRQ";"IRQ"
"Q796";"fr";"République d Irak";"country_name";"NA_IRQ";"IRQ"
"Q1764";"fr";"Reykjavik";"capital_city";"CA_ISL";"ISL"
"Q1764";"fr";"Reykjavík";"capital_city";"CA_ISL";"ISL"
"Q189";"fr";"Isl.";"country_name";"NA_ISL";"ISL"
"Q189";"fr";"Islande";"country_name";"NA_ISL";"ISL"
"Q189";"fr";"la République d Islande";"country_name";"NA_ISL";"ISL"
"Q189";"fr";"République d Islande";"country_name";"NA_ISL";"ISL"
"Q1218";"fr";"Al Quds";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Hiérosolyme";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Jerusalem";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Jérusalem";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Salem";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Solyme";"capital_city";"CA_ISR";"ISR"
"Q1218";"fr";"Yerushaláyim";"capital_city";"CA_ISR";"ISR"
"Q801";"fr";"État d Israël";"country_name";"NA_ISR";"ISR"
"Q801";"fr";"Isr.";"country_name";"NA_ISR";"ISR"
"Q801";"fr";"Israel";"country_name";"NA_ISR";"ISR"
"Q801";"fr";"Israël";"country_name";"NA_ISR";"ISR"
"Q801";"fr";"l État d Israël";"country_name";"NA_ISR";"ISR"
"Q220";"fr";"La ville aux sept collines";"capital_city";"CA_ITA";"ITA"
"Q220";"fr";"La ville éternelle";"capital_city";"CA_ITA";"ITA"
"Q220";"fr";"Roma";"capital_city";"CA_ITA";"ITA"
"Q220";"fr";"Rome";"capital_city";"CA_ITA";"ITA"
"Q38";"fr";"Ita.";"country_name";"NA_ITA";"ITA"
"Q38";"fr";"Ital.";"country_name";"NA_ITA";"ITA"
"Q38";"fr";"Italia";"country_name";"NA_ITA";"ITA"
"Q38";"fr";"Italie";"country_name";"NA_ITA";"ITA"
"Q38";"fr";"la République italienne";"country_name";"NA_ITA";"ITA"
"Q38";"fr";"République Italienne";"country_name";"NA_ITA";"ITA"
"Q34692";"fr";"Kingston";"capital_city";"CA_JAM";"JAM"
"Q34692";"fr";"Tinson";"capital_city";"CA_JAM";"JAM"
"Q766";"fr";"Jamaique";"country_name";"NA_JAM";"JAM"
"Q766";"fr";"Jamaïque";"country_name";"NA_JAM";"JAM"
"Q766";"fr";"la Jamaïque";"country_name";"NA_JAM";"JAM"
"Q3805";"fr";"Amman";"capital_city";"CA_JOR";"JOR"
"Q810";"fr";"Jord.";"country_name";"NA_JOR";"JOR"
"Q810";"fr";"Jordanie";"country_name";"NA_JOR";"JOR"
"Q810";"fr";"le Royaume hachémite de Jordanie";"country_name";"NA_JOR";"JOR"
"Q1490";"fr";"métropole de Tokyo";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"préfecture de Tokyo";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"préfecture métropolitaine de Tokyo";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"Tokyo";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"Tôkyô";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"Tokyo Metropolis";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"Tokyo-to";"capital_city";"CA_JPN";"JPN"
"Q1490";"fr";"Tôkyô-to";"capital_city";"CA_JPN";"JPN"
"Q17";"fr";"État du Japon";"country_name";"NA_JPN";"JPN"
"Q17";"fr";"Jap.";"country_name";"NA_JPN";"JPN"
"Q17";"fr";"Japon";"country_name";"NA_JPN";"JPN"
"Q17";"fr";"le Japon";"country_name";"NA_JPN";"JPN"
"Q17";"fr";"pays du soleil levant";"country_name";"NA_JPN";"JPN"
"Q1520";"fr";"Akmola";"capital_city";"CA_KAZ";"KAZ"
"Q1520";"fr";"Akmolinsk";"capital_city";"CA_KAZ";"KAZ"
"Q1520";"fr";"Astana";"capital_city";"CA_KAZ";"KAZ"
"Q1520";"fr";"Noursoultan";"capital_city";"CA_KAZ";"KAZ"
"Q1520";"fr";"Tselinograd";"capital_city";"CA_KAZ";"KAZ"
"Q232";"fr";"Kazakh.";"country_name";"NA_KAZ";"KAZ"
"Q232";"fr";"Kazakhstan";"country_name";"NA_KAZ";"KAZ"
"Q232";"fr";"Kazakstan";"country_name";"NA_KAZ";"KAZ"
"Q232";"fr";"la République du Kazakhstan";"country_name";"NA_KAZ";"KAZ"
"Q232";"fr";"Qazaqstan";"country_name";"NA_KAZ";"KAZ"
"Q114";"fr";"Kenya";"country_name";"NA_KEN";"KEN"
"Q114";"fr";"Kénya";"country_name";"NA_KEN";"KEN"
"Q114";"fr";"la République du Kenya";"country_name";"NA_KEN";"KEN"
"Q3870";"fr";"Nairobi";"capital_city";"CA_KEN";"KEN"
"Q813";"fr";"Kirghizie";"country_name";"NA_KGZ";"KGZ"
"Q813";"fr";"Kirghizistan";"country_name";"NA_KGZ";"KGZ"
"Q813";"fr";"Kirghizstan";"country_name";"NA_KGZ";"KGZ"
"Q813";"fr";"la République kirghize";"country_name";"NA_KGZ";"KGZ"
"Q9361";"fr";"Bichkek";"capital_city";"CA_KGZ";"KGZ"
"Q1850";"fr";"Phnom Penh";"capital_city";"CA_KHM";"KHM"
"Q424";"fr";"Cambodge";"country_name";"NA_KHM";"KHM"
"Q424";"fr";"le Royaume du Cambodge";"country_name";"NA_KHM";"KHM"
"Q424";"fr";"Royaume du Cambodge";"country_name";"NA_KHM";"KHM"
"Q131233";"fr";"Bairiki";"capital_city";"CA_KIR";"KIR"
"Q131233";"fr";"Tarawa sud";"capital_city";"CA_KIR";"KIR"
"Q131233";"fr";"Tarawa-Sud";"capital_city";"CA_KIR";"KIR"
"Q710";"fr";"Îles Gilbert";"country_name";"NA_KIR";"KIR"
"Q710";"fr";"Kiribati";"country_name";"NA_KIR";"KIR"
"Q710";"fr";"la république des Kiribati";"country_name";"NA_KIR";"KIR"
"Q710";"fr";"république des Kiribati";"country_name";"NA_KIR";"KIR"
"Q41295";"fr";"Basseterre";"capital_city";"CA_KNA";"KNA"
"Q763";"fr";"Fédération de Saint-Christophe-et-Niévès";"country_name";"NA_KNA";"KNA"
"Q763";"fr";"la fédération de Saint-Christophe-et-Niévès";"country_name";"NA_KNA";"KNA"
"Q763";"fr";"Saint-Christophe-et-Nevis";"country_name";"NA_KNA";"KNA"
"Q763";"fr";"Saint-Christophe-et-Niévès";"country_name";"NA_KNA";"KNA"
"Q763";"fr";"Saint-Christopher-et-Nevis";"country_name";"NA_KNA";"KNA"
"Q763";"fr";"Saint-Kitts-et-Nevis";"country_name";"NA_KNA";"KNA"
"Q8684";"fr";"Seoul";"capital_city";"CA_KOR";"KOR"
"Q8684";"fr";"Séoul";"capital_city";"CA_KOR";"KOR"
"Q8684";"fr";"Soul";"capital_city";"CA_KOR";"KOR"
"Q8684";"fr";"Ville spéciale de Séoul";"capital_city";"CA_KOR";"KOR"
"Q884";"fr";"Cor. du Sud";"country_name";"NA_KOR";"KOR"
"Q884";"fr";"Corée du Sud";"country_name";"NA_KOR";"KOR"
"Q884";"fr";"Corée Du Sud";"country_name";"NA_KOR";"KOR"
"Q884";"fr";"la République de Corée";"country_name";"NA_KOR";"KOR"
"Q884";"fr";"République de Corée";"country_name";"NA_KOR";"KOR"
"Q1246";"fr";"Kosovo";"country_name";"NA_KOS";"KOS"
"Q1246";"fr";"Kossovo";"country_name";"NA_KOS";"KOS"
"Q1246";"fr";"la République du Kosovo";"country_name";"NA_KOS";"KOS"
"Q25270";"fr";"Prishtina";"capital_city";"CA_KOS";"KOS"
"Q25270";"fr";"Prishtinë";"capital_city";"CA_KOS";"KOS"
"Q25270";"fr";"Pristina";"capital_city";"CA_KOS";"KOS"
"Q25270";"fr";"Priština";"capital_city";"CA_KOS";"KOS"
"Q25270";"fr";"Quartier de Dardania";"capital_city";"CA_KOS";"KOS"
"Q35178";"fr";"Koweit";"capital_city";"CA_KWT";"KWT"
"Q35178";"fr";"Koweit City";"capital_city";"CA_KWT";"KWT"
"Q35178";"fr";"Koweït City";"capital_city";"CA_KWT";"KWT"
"Q35178";"fr";"Kuwait City";"capital_city";"CA_KWT";"KWT"
"Q35178";"fr";"Ville de Koweït";"capital_city";"CA_KWT";"KWT"
"Q817";"fr";"Koweït";"country_name";"NA_KWT";"KWT"
"Q817";"fr";"Koweit (état)";"country_name";"NA_KWT";"KWT"
"Q817";"fr";"Kuwait";"country_name";"NA_KWT";"KWT"
"Q817";"fr";"l État du Koweït";"country_name";"NA_KWT";"KWT"
"Q819";"fr";"la République démocratique populaire lao";"country_name";"NA_LAO";"LAO"
"Q819";"fr";"Laos";"country_name";"NA_LAO";"LAO"
"Q819";"fr";"République populaire démocratique du Laos";"country_name";"NA_LAO";"LAO"
"Q9326";"fr";"Vientiane";"capital_city";"CA_LAO";"LAO"
"Q3820";"fr";"Beyrouth";"capital_city";"CA_LBN";"LBN"
"Q822";"fr";"Liban";"country_name";"NA_LBN";"LBN"
"Q1014";"fr";"la République du Libéria";"country_name";"NA_LBR";"LBR"
"Q1014";"fr";"Liberia";"country_name";"NA_LBR";"LBR"
"Q1014";"fr";"Libéria";"country_name";"NA_LBR";"LBR"
"Q3748";"fr";"Monrovia";"capital_city";"CA_LBR";"LBR"
"Q1016";"fr";"l État de Libye";"country_name";"NA_LBY";"LBY"
"Q1016";"fr";"Libye";"country_name";"NA_LBY";"LBY"
"Q3579";"fr";"Tripoli";"capital_city";"CA_LBY";"LBY"
"Q41699";"fr";"Castries";"capital_city";"CA_LCA";"LCA"
"Q760";"fr";"Sainte-Lucie";"country_name";"NA_LCA";"LCA"
"Q1844";"fr";"Vaduz";"capital_city";"CA_LIE";"LIE"
"Q347";"fr";"la Principauté du Liechtenstein";"country_name";"NA_LIE";"LIE"
"Q347";"fr";"Liechtenstein";"country_name";"NA_LIE";"LIE"
"Q347";"fr";"principauté de Liechtenstein";"country_name";"NA_LIE";"LIE"
"Q35381";"fr";"Colombo";"capital_city";"CA_LKA";"LKA"
"Q854";"fr";"Ceylan";"country_name";"NA_LKA";"LKA"
"Q854";"fr";"île de Ceylan";"country_name";"NA_LKA";"LKA"
"Q854";"fr";"la République socialiste démocratique de Sri Lanka";"country_name";"NA_LKA";"LKA"
"Q854";"fr";"Serendib";"country_name";"NA_LKA";"LKA"
"Q854";"fr";"Sri Lanka";"country_name";"NA_LKA";"LKA"
"Q854";"fr";"Taprobane";"country_name";"NA_LKA";"LKA"
"Q1013";"fr";"le Royaume du Lesotho";"country_name";"NA_LSO";"LSO"
"Q1013";"fr";"Lesotho";"country_name";"NA_LSO";"LSO"
"Q3909";"fr";"Maseru";"capital_city";"CA_LSO";"LSO"
"Q216";"fr";"Vilna";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Vilnius";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Wilna";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Wilne";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Wilnja";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Wilnjus";"capital_city";"CA_LTU";"LTU"
"Q216";"fr";"Wilno";"capital_city";"CA_LTU";"LTU"
"Q37";"fr";"la République de Lituanie";"country_name";"NA_LTU";"LTU"
"Q37";"fr";"Lithuanie";"country_name";"NA_LTU";"LTU"
"Q37";"fr";"Lituanie";"country_name";"NA_LTU";"LTU"
"Q1842";"fr";"Luxembourg-Ville";"capital_city";"CA_LUX";"LUX"
"Q1842";"fr";"Ville de Luxembourg";"capital_city";"CA_LUX";"LUX"
"Q32";"fr";"Grand-Duché de Luxembourg";"country_name";"NA_LUX";"LUX"
"Q32";"fr";"Grand-duché de Luxembourg";"country_name";"NA_LUX";"LUX"
"Q32";"fr";"grand-duché de Luxembourg";"country_name";"NA_LUX";"LUX"
"Q32";"fr";"le Grand-Duché de Luxembourg";"country_name";"NA_LUX";"LUX"
"Q32";"fr";"Lux.";"country_name";"NA_LUX";"LUX"
"Q32";"fr";"Luxembourg";"country_name";"NA_LUX";"LUX"
"Q1773";"fr";"Riga";"capital_city";"CA_LVA";"LVA"
"Q211";"fr";"la République de Lettonie";"country_name";"NA_LVA";"LVA"
"Q211";"fr";"Lettonie";"country_name";"NA_LVA";"LVA"
"Q1028";"fr";"le Royaume du Maroc";"country_name";"NA_MAR";"MAR"
"Q1028";"fr";"Maroc";"country_name";"NA_MAR";"MAR"
"Q1028";"fr";"Royaume du Maroc";"country_name";"NA_MAR";"MAR"
"Q3551";"fr";"Rabat";"capital_city";"CA_MAR";"MAR"
"Q235";"fr";"Fort-Hercule";"country_name";"NA_MCO";"MCO"
"Q235";"fr";"la Principauté de Monaco";"country_name";"NA_MCO";"MCO"
"Q235";"fr";"Monaco";"country_name";"NA_MCO";"MCO"
"Q235";"fr";"Monaco (rattachée au District de Menton en 1793)";"country_name";"NA_MCO";"MCO"
"Q235";"fr";"Principauté de Monaco";"country_name";"NA_MCO";"MCO"
"Q55115";"fr";"Monaco-Ville";"capital_city";"CA_MCO";"MCO"
"Q21197";"fr";"Capitale de la Moldavie";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Chi<U+0219>inau";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Chisinau";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kichinev";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kichiniov";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kischinev";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kishinev";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kishinew";"capital_city";"CA_MDA";"MDA"
"Q21197";"fr";"Kishinyov";"capital_city";"CA_MDA";"MDA"
"Q217";"fr";"la République de Moldavie";"country_name";"NA_MDA";"MDA"
"Q217";"fr";"Moldavie";"country_name";"NA_MDA";"MDA"
"Q217";"fr";"Moldova";"country_name";"NA_MDA";"MDA"
"Q217";"fr";"République de Moldavie";"country_name";"NA_MDA";"MDA"
"Q217";"fr";"République de Moldova";"country_name";"NA_MDA";"MDA"
"Q1019";"fr";"la République de Madagascar";"country_name";"NA_MDG";"MDG"
"Q1019";"fr";"Madagascar";"country_name";"NA_MDG";"MDG"
"Q3915";"fr";"Antananarivo";"capital_city";"CA_MDG";"MDG"
"Q3915";"fr";"Iarivo";"capital_city";"CA_MDG";"MDG"
"Q3915";"fr";"Tananarive";"capital_city";"CA_MDG";"MDG"
"Q826";"fr";"îles Maldives";"country_name";"NA_MDV";"MDV"
"Q826";"fr";"la République des Maldives";"country_name";"NA_MDV";"MDV"
"Q826";"fr";"Maldives";"country_name";"NA_MDV";"MDV"
"Q9347";"fr";"Malé";"capital_city";"CA_MDV";"MDV"
"Q1489";"fr";"Cité de Mexico";"capital_city";"CA_MEX";"MEX"
"Q1489";"fr";"Cité du Mexique";"capital_city";"CA_MEX";"MEX"
"Q1489";"fr";"Ciudad de México";"capital_city";"CA_MEX";"MEX"
"Q1489";"fr";"Mexico";"capital_city";"CA_MEX";"MEX"
"Q1489";"fr";"Mexico City";"capital_city";"CA_MEX";"MEX"
"Q1489";"fr";"ville de Mexico";"capital_city";"CA_MEX";"MEX"
"Q96";"fr";"États-Unis du Mexique";"country_name";"NA_MEX";"MEX"
"Q96";"fr";"États-Unis mexicains";"country_name";"NA_MEX";"MEX"
"Q96";"fr";"Mex.";"country_name";"NA_MEX";"MEX"
"Q96";"fr";"Mexique";"country_name";"NA_MEX";"MEX"
"Q12919";"fr";"Majuro";"capital_city";"CA_MHL";"MHL"
"Q709";"fr";"Îles Marshall";"country_name";"NA_MHL";"MHL"
"Q709";"fr";"la République des Îles Marshall";"country_name";"NA_MHL";"MHL"
"Q709";"fr";"Marshall";"country_name";"NA_MHL";"MHL"
"Q709";"fr";"république des Îles Marshall";"country_name";"NA_MHL";"MHL"
"Q221";"fr";"ARYM";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"FYROM";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"L Ancienne République yougoslave de Macédoine";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"L ex-République yougoslave de Macédoine";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"la République de Macédoine du Nord";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"Macédoine";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"Macédoine du Nord";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"Macédoine Du Nord";"country_name";"NA_MKD";"MKD"
"Q221";"fr";"République de Macédoine";"country_name";"NA_MKD";"MKD"
"Q384";"fr";"Skopié";"capital_city";"CA_MKD";"MKD"
"Q384";"fr";"Skopje";"capital_city";"CA_MKD";"MKD"
"Q3703";"fr";"Bamako";"capital_city";"CA_MLI";"MLI"
"Q912";"fr";"la République du Mali";"country_name";"NA_MLI";"MLI"
"Q912";"fr";"Mali";"country_name";"NA_MLI";"MLI"
"Q912";"fr";"République du Mali";"country_name";"NA_MLI";"MLI"
"Q233";"fr";"la République de Malte";"country_name";"NA_MLT";"MLT"
"Q233";"fr";"Malte";"country_name";"NA_MLT";"MLT"
"Q23800";"fr";"Citta  Umilissima";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"Citta Umilissima";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"Il-Belt";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"La Valette";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"La Vallette";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"Valletta";"capital_city";"CA_MLT";"MLT"
"Q23800";"fr";"Ville de la Valette";"capital_city";"CA_MLT";"MLT"
"Q37400";"fr";"Nay Pyi Daw";"capital_city";"CA_MMR";"MMR"
"Q37400";"fr";"Naypidaw";"capital_city";"CA_MMR";"MMR"
"Q37400";"fr";"Naypyidaw";"capital_city";"CA_MMR";"MMR"
"Q37400";"fr";"Pyinmana";"capital_city";"CA_MMR";"MMR"
"Q836";"fr";"Birmanie";"country_name";"NA_MMR";"MMR"
"Q836";"fr";"La République de l Union de Birmanie";"country_name";"NA_MMR";"MMR"
"Q836";"fr";"Myanmar";"country_name";"NA_MMR";"MMR"
"Q836";"fr";"République de l Union du Myanmar";"country_name";"NA_MMR";"MMR"
"Q23564";"fr";"Podgorica";"capital_city";"CA_MNE";"MNE"
"Q23564";"fr";"Pogdorica";"capital_city";"CA_MNE";"MNE"
"Q23564";"fr";"Titograd";"capital_city";"CA_MNE";"MNE"
"Q236";"fr";"le Monténégro";"country_name";"NA_MNE";"MNE"
"Q236";"fr";"Montén.";"country_name";"NA_MNE";"MNE"
"Q236";"fr";"Montenegro";"country_name";"NA_MNE";"MNE"
"Q236";"fr";"Monténégro";"country_name";"NA_MNE";"MNE"
"Q23430";"fr";"Ikh khüree";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Niislel khüree";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Nomyn khüree";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Örgöö";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Oulan Bator";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Oulan-Bator";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Oulan-bator";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Ourga";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Ulaan Baatar";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Ulaanbaatar";"capital_city";"CA_MNG";"MNG"
"Q23430";"fr";"Ulan-Bator";"capital_city";"CA_MNG";"MNG"
"Q711";"fr";"Mongol uls";"country_name";"NA_MNG";"MNG"
"Q711";"fr";"Mongolie";"country_name";"NA_MNG";"MNG"
"Q711";"fr";"Mongolie-extérieure";"country_name";"NA_MNG";"MNG"
"Q1029";"fr";"la République du Mozambique";"country_name";"NA_MOZ";"MOZ"
"Q1029";"fr";"Moz.";"country_name";"NA_MOZ";"MOZ"
"Q1029";"fr";"Mozambique";"country_name";"NA_MOZ";"MOZ"
"Q1029";"fr";"république du Mozambique";"country_name";"NA_MOZ";"MOZ"
"Q3889";"fr";"Lourenço Marques";"capital_city";"CA_MOZ";"MOZ"
"Q3889";"fr";"Maputo";"capital_city";"CA_MOZ";"MOZ"
"Q1025";"fr";"la République islamique de Mauritanie";"country_name";"NA_MRT";"MRT"
"Q1025";"fr";"Mauritanie";"country_name";"NA_MRT";"MRT"
"Q1025";"fr";"République islamique de Mauritanie";"country_name";"NA_MRT";"MRT"
"Q3688";"fr";"Nouakchott";"capital_city";"CA_MRT";"MRT"
"Q1027";"fr";"île Maurice";"country_name";"NA_MUS";"MUS"
"Q1027";"fr";"la République de Maurice";"country_name";"NA_MUS";"MUS"
"Q1027";"fr";"Maurice";"country_name";"NA_MUS";"MUS"
"Q1027";"fr";"République de Maurice";"country_name";"NA_MUS";"MUS"
"Q3929";"fr";"Port-Louis";"capital_city";"CA_MUS";"MUS"
"Q3929";"fr";"Port-louis";"capital_city";"CA_MUS";"MUS"
"Q1020";"fr";"la République du Malawi";"country_name";"NA_MWI";"MWI"
"Q1020";"fr";"Malawi";"country_name";"NA_MWI";"MWI"
"Q1020";"fr";"République du Malawi";"country_name";"NA_MWI";"MWI"
"Q3876";"fr";"Lilongwe";"capital_city";"CA_MWI";"MWI"
"Q1865";"fr";"Kuala Lumpur";"capital_city";"CA_MYS";"MYS"
